EnsemblID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	GeneSymbol	GeneName	GeneType
ENSG00000289740.1	145.72985399147356	-25.041530759417125	2.968331024959614	-8.436232532305871	3.2773044756717664e-17	1.2198782719345448e-12	TALAM1	TALAM1	lncRNA
ENSG00000275527.1	407.8723379051736	-24.352470675390506	3.4181546565041994	-7.124449629290958	1.0449739591759287e-12	1.944801035422321e-8	ENSG00000275527	ENSG00000275527	lncRNA
ENSG00000233884.2	11.671461284075573	-20.454655933063485	3.194516502804743	-6.403052203707375	1.523010882313643e-10	1.8896503687159472e-6	ENSG00000233884	ENSG00000233884	lncRNA
ENSG00000099338.23	108.2365657035748	-1.7645278794485935	0.32396364703329644	-5.446684822841367	5.131727674335819e-8	3.820263349882557e-4	CATSPERG	CATSPERG	protein_coding
ENSG00000230470.1	26.474577178539665	-5.816636970825396	1.1431212012677345	-5.0883816732422416	3.6113199652986283e-7	0.0019202935964049363	ENSG00000230470	ENSG00000230470	lncRNA
ENSG00000288953.1	53.238654829535065	-1.9137444839920261	0.43195580263141725	-4.430417353659216	9.405088756825603e-6	0.025332645266451282	ENSG00000288953	ENSG00000288953	lncRNA
ENSG00000168282.6	162.31117508225452	-3.6926102182250338	0.8382660820060958	-4.405057412543839	1.057558647478042e-5	0.026242965317618452	MGAT2	MGAT2	protein_coding
ENSG00000196778.4	21.101532779084486	3.128267053091426	0.7424045562343768	4.2136959247106685	2.5122546065670452e-5	0.0456140368884922	OR52K1	OR52K1	protein_coding
ENSG00000233966.1	22.85356433075148	-3.5772075768813756	0.8496352789391095	-4.210286066920418	2.5504753631818838e-5	0.0456140368884922	UBE2SP1	UBE2SP1	processed_pseudogene
ENSG00000154760.14	1319.5432144432784	-0.8750484226642193	0.20782769486939479	-4.210451466606153	2.5486087210620445e-5	0.0456140368884922	SLFN13	SLFN13	protein_coding
ENSG00000010310.9	94.2069933719365	-2.1612259126316506	0.513567768425437	-4.20825847240729	2.5734640123000814e-5	0.0456140368884922	GIPR	GIPR	protein_coding
ENSG00000290833.1	59.96491771701978	-1.7919383426547102	0.42742765403940935	-4.192378115266943	2.7604539939877008e-5	0.046704372074641	ENSG00000290833	ENSG00000290833	lncRNA
ENSG00000188886.4	105.91193489708965	-1.9570699323116105	0.46977063310691985	-4.166011654172902	3.099748624275514e-5	0.05016471447512312	ASTL	ASTL	protein_coding
ENSG00000213442.5	206.08321990973445	-4.122567334520488	0.9991486336368884	-4.126080140363496	3.689987278537387e-5	0.05242317287103115	RPL18AP3	RPL18AP3	processed_pseudogene
ENSG00000201428.1	85.53372273790582	-1.610850736505084	0.3910634853971778	-4.119154041879025	3.802658824130463e-5	0.05242317287103115	RN7SKP71	RN7SKP71	misc_RNA
ENSG00000269378.1	34.17699952204416	-4.697532877291019	1.1365323248219135	-4.133215373374522	3.5772322273210196e-5	0.05242317287103115	ITGB1P1	ITGB1P1	processed_pseudogene
ENSG00000104936.20	257.79118733312197	-1.8931031114734596	0.4592947170473474	-4.121761128983995	3.7598695773708635e-5	0.05242317287103115	DMPK	DMPK	protein_coding
ENSG00000164181.14	177.01116604565934	2.309517093511047	0.5633415693174434	4.099674547911149	4.137315339037434e-5	0.05310315570677633	ELOVL7	ELOVL7	protein_coding
ENSG00000153234.16	1459.7302975435018	-2.050696948180465	0.5105168977034356	-4.016903176771508	5.8967937385875417e-5	0.06859076766803296	NR4A2	NR4A2	protein_coding
ENSG00000168497.5	1073.7882866686834	2.762680391449445	0.6857804988128506	4.02851990721798	5.612910863505284e-5	0.06859076766803296	CAVIN2	CAVIN2	protein_coding
ENSG00000185883.12	809.2018679946253	-3.2449229747905437	0.8110287343479691	-4.000996311677313	6.307634115093559e-5	0.07114629000970074	ATP6V0C	ATP6V0C	protein_coding
ENSG00000235621.10	73.69914060369773	-1.2365158793502342	0.3097190480168356	-3.9923791812863256	6.541366333816061e-5	0.07161256990508866	LINC00494	LINC00494	lncRNA
ENSG00000241945.8	43.69628491449314	-3.9488016975219122	0.9964020666025878	-3.9630605253420064	7.399501244217324e-5	0.07869263866064492	PWP2	PWP2	protein_coding
ENSG00000164849.10	753.7879442797231	-2.761974074233574	0.7059082157896274	-3.91265324932369	9.128756956833262e-5	0.09438627540201323	GPR146	GPR146	protein_coding
ENSG00000130844.19	1968.00807716603	-2.2348599134494815	0.5721731763682176	-3.9059152119554357	9.38694243220702e-5	0.09443264086800263	ZNF331	ZNF331	protein_coding
ENSG00000163735.7	90.98113930282148	4.2334770341344345	1.0931718103745942	3.872654777553915	1.0765626554175646e-4	0.10397065234715674	CXCL5	CXCL5	protein_coding
ENSG00000138166.6	533.5669815314961	-1.6318943266162862	0.42170293639683903	-3.8697722632896476	1.0893706521785807e-4	0.10397065234715674	DUSP5	DUSP5	protein_coding
ENSG00000233913.7	95.10428510097037	-5.406818339338615	1.4079544949542666	-3.84019395421884	1.229371450621291e-4	0.11160893691469682	RPL10P9	RPL10P9	processed_pseudogene
ENSG00000160408.16	232.99626428578762	-1.9430182128898403	0.5055496910859816	-3.843377312160954	1.2135267832593855e-4	0.11160893691469682	ST6GALNAC6	ST6GALNAC6	protein_coding
ENSG00000226823.1	53.51030404512546	1.5249142646372786	0.39892591686398693	3.8225500028297117	1.3207868417075246e-4	0.11705316148104161	SUGT1P1	SUGT1P1	unprocessed_pseudogene
ENSG00000055483.20	2656.635551578853	-1.719030618984494	0.4510922190729658	-3.81081860050092	1.3850737812829528e-4	0.11717094610662289	USP36	USP36	protein_coding
ENSG00000279894.1	10.153030869485418	4.324587427989682	1.133178664441091	3.8163332612008407	0.00013544953280522228	0.11717094610662289	ENSG00000279894	ENSG00000279894	TEC
ENSG00000231050.3	15.406606780572769	-3.3633280816115794	0.892139098752356	-3.769959288092122	1.6327417934665467e-4	0.13505314452535955	GNB1-DT	GNB1-DT	lncRNA
ENSG00000027869.12	587.06123668082	-1.9910847452340996	0.5289835503493752	-3.7639823467460523	1.672286942766911e-4	0.13531709692102165	SH2D2A	SH2D2A	protein_coding
ENSG00000273619.2	29.250343210847102	-2.0506560056057332	0.5463263551264476	-3.7535366660667644	1.743570148164961e-4	0.1380833362872259	ENSG00000273619	ENSG00000273619	lncRNA
ENSG00000288933.2	13.484683316560188	3.305169373153277	0.8818650008656846	3.7479312251974513	1.7829912507834176e-4	0.13826354236804245	ENSG00000288933	ENSG00000288933	lncRNA
ENSG00000127920.6	282.4635777264533	1.9444111387199368	0.5197080019271169	3.7413530896386282	1.8303215852360398e-4	0.13903720417480792	GNG11	GNG11	protein_coding
ENSG00000242071.3	551.8235782553007	-3.0583512273901916	0.8272633710320857	-3.6969498886124046	2.1820539402937623e-4	0.16244082353122885	RPL7AP6	RPL7AP6	processed_pseudogene
ENSG00000228998.4	12.471443582828174	-5.0074537582208976	1.3685475299223935	-3.6589549494893	2.532458491623453e-4	0.1745614258800151	PERPP2	PERPP2	transcribed_processed_pseudogene
ENSG00000289130.2	71.2702101130074	3.339002130795561	0.9148869474814738	3.6496335858624485	2.6261464226237863e-4	0.17772804025982286	ENSG00000289130	ENSG00000289130	lncRNA
ENSG00000151023.17	55.40381651178201	3.58751410912326	0.9893817112190855	3.6260161962189863	2.878273097560599e-4	0.1847156573058631	ENKUR	ENKUR	protein_coding
ENSG00000166928.11	56.54704215289818	1.6085060338037764	0.44307617289783796	3.63031490338041	2.830756452419431e-4	0.1847156573058631	MS4A14	MS4A14	protein_coding
ENSG00000160201.12	520.6460302940934	-1.6000726300267487	0.44126556662536376	-3.6260990003446536	2.877350788792637e-4	0.1847156573058631	U2AF1	U2AF1	protein_coding
ENSG00000279700.1	78.34387507306003	-2.564572704942255	0.7089337108671866	-3.617507061140034	2.974542181590924e-4	0.18511087159548978	ENSG00000279700	ENSG00000279700	TEC
ENSG00000267521.1	40.62557997532973	-4.838744021545977	1.3378913826710852	-3.6166942131621167	2.9838945504619276e-4	0.18511087159548978	ENSG00000267521	ENSG00000267521	lncRNA
ENSG00000186056.11	135.31204421426935	-1.4876618073583763	0.4143949414797027	-3.589961310932756	3.307270457993986e-4	0.1875375862399433	MATN1-AS1	MATN1-AS1	lncRNA
ENSG00000170619.10	259.315848130074	-0.7746928533441517	0.21499493321208535	-3.6033074908790663	3.141934701983869e-4	0.1875375862399433	COMMD5	COMMD5	protein_coding
ENSG00000250790.4	11.027318177998724	3.2420915711601594	0.9015294222295751	3.5962127149906356	3.228838038207861e-4	0.1875375862399433	ENSG00000250790	ENSG00000250790	lncRNA
ENSG00000258568.1	23.069144904814163	-2.8903552724910018	0.803320050220013	-3.598012114473419	3.206586864536345e-4	0.1875375862399433	RHOQP1	RHOQP1	processed_pseudogene
ENSG00000169710.9	2047.193664068958	-2.0575134414873624	0.5733562382151915	-3.5885428715177565	3.3253131728107723e-4	0.1875375862399433	FASN	FASN	protein_coding
ENSG00000213609.3	14.399714959252947	-5.6685856952344	1.5860850449098123	-3.5739481394307746	3.516386053801882e-4	0.19248076719796123	RPL7AP50	RPL7AP50	processed_pseudogene
ENSG00000067141.17	175.5146208452762	-1.2535893615419977	0.35064278272932725	-3.575118106764755	3.50069827489397e-4	0.19248076719796123	NEO1	NEO1	protein_coding
ENSG00000235072.2	28.71703418306193	-2.132641366940801	0.6005440873740965	-3.5511820227318567	3.8350508758956263e-4	0.19548399180015077	ARNILA	ARNILA	lncRNA
ENSG00000212802.4	143.0789208692121	-3.091345113636206	0.8700576668104705	-3.553034737305074	3.808141746556302e-4	0.19548399180015077	RPL15P3	RPL15P3	processed_pseudogene
ENSG00000187024.15	23.67070331449553	-4.641312508735187	1.3070614041193385	-3.5509521542810565	3.8384018873422317e-4	0.19548399180015077	PTRH1	PTRH1	protein_coding
ENSG00000177324.14	87.94491469883953	3.1423875713368363	0.8825956484452868	3.560393229756148	3.702998549232962e-4	0.19548399180015077	BEND2	BEND2	protein_coding
ENSG00000131171.13	8662.559376409159	1.297220945839804	0.3650370537070961	3.5536692307424977	3.7989668995532953e-4	0.19548399180015077	SH3BGRL	SH3BGRL	protein_coding
ENSG00000158050.5	1626.2075514368933	-1.791050021688226	0.5099299504012144	-3.5123452158066466	4.441706450649647e-4	0.19897526519343808	DUSP2	DUSP2	protein_coding
ENSG00000253394.7	21.001968447047158	2.258187911267631	0.6436284175917619	3.50852735762818	4.5059488882307007e-4	0.19897526519343808	LINC00534	LINC00534	lncRNA
ENSG00000237248.6	169.79264526215437	-1.4955901886513383	0.42422610253217763	-3.525455363836075	4.2275541390353257e-4	0.19897526519343808	LINC00987	LINC00987	lncRNA
ENSG00000175746.7	14.432580751419056	4.683131291261684	1.3321503679173727	3.515467475779849	4.389805255644974e-4	0.19897526519343808	LINC02915	LINC02915	lncRNA
ENSG00000128891.17	388.04413023853203	-1.0419776460954429	0.29541483939615204	-3.527167586521096	4.200308146470582e-4	0.19897526519343808	CCDC32	CCDC32	protein_coding
ENSG00000263266.2	161.55484850499235	-2.791206202623543	0.7905274602930894	-3.530814984704894	4.1428141974185283e-4	0.19897526519343808	RPS7P1	RPS7P1	processed_pseudogene
ENSG00000215492.6	213.35131958621923	-1.6766402011207007	0.47756868328150087	-3.51078339056921	4.46788298580186e-4	0.19897526519343808	HNRNPA1P7	HNRNPA1P7	processed_pseudogene
ENSG00000288790.1	18.923220275545106	4.309404691638387	1.226022030814414	3.5149488209243382	4.398387438972268e-4	0.19897526519343808	ENSG00000288790	ENSG00000288790	lncRNA
ENSG00000288942.1	11.824613132533331	-4.579702945801095	1.2964110646242497	-3.532600940218349	4.1149310198704194e-4	0.19897526519343808	ENSG00000288942	ENSG00000288942	lncRNA
ENSG00000196338.15	197.91419468638392	-0.9990347318700508	0.28492545230882804	-3.506302170531281	4.5437906457047547e-4	0.19897526519343808	NLGN3	NLGN3	protein_coding
ENSG00000226964.1	18.67270139036111	-4.928354920152726	1.4088578756410777	-3.498120715625882	4.6854900494240214e-4	0.19988778785079972	RHEBP2	RHEBP2	processed_pseudogene
ENSG00000165682.15	172.0331221235373	2.195980442481515	0.6281697480546068	3.4958392206601747	4.72573352610563e-4	0.19988778785079972	CLEC1B	CLEC1B	protein_coding
ENSG00000215030.5	175.35059645765776	-2.432791083518189	0.6955289626524918	-3.4977566918858685	4.6918895842232007e-4	0.19988778785079972	RPL13P12	RPL13P12	processed_pseudogene
ENSG00000241506.1	16.539861946036545	-5.19909751709227	1.4968672838668302	-3.473318959621815	5.140640416714113e-4	0.21347993445672833	PSMC1P1	PSMC1P1	processed_pseudogene
ENSG00000175505.11	86.6573671847057	-1.623344648109382	0.46822051815931537	-3.467051496357166	5.262010694955406e-4	0.21523358471168144	CLCF1	CLCF1	protein_coding
ENSG00000226415.1	21.0221756145612	-5.043926880679561	1.4600246273078399	-3.454686165109509	5.509337142245015e-4	0.21815802883898291	TPI1P1	TPI1P1	processed_pseudogene
ENSG00000234797.5	110.31751514066586	-2.3843340255601535	0.6891360031037871	-3.459888925874421	5.403982501763974e-4	0.21815802883898291	RPS3AP6	RPS3AP6	processed_pseudogene
ENSG00000261170.2	11.562079883058033	4.2370521875275005	1.2263862841470945	3.4549083288828615	5.504799549760664e-4	0.21815802883898291	ENSG00000261170	ENSG00000261170	lncRNA
ENSG00000228544.1	49.556235269614675	-3.6021681038454796	1.0471252973165188	-3.4400545121742367	5.815970320056788e-4	0.22550213255536852	CCDC183-AS1	CCDC183-AS1	lncRNA
ENSG00000261101.2	37.76059196989575	-1.2118179004902636	0.3531169405263102	-3.431775033744021	5.996447563286752e-4	0.2301028569078964	ENSG00000261101	ENSG00000261101	lncRNA
ENSG00000196843.17	1358.1715391332166	-1.5451021643271325	0.454325912901747	-3.4008673519383383	6.717241449490465e-4	0.23136865163397055	ARID5A	ARID5A	protein_coding
ENSG00000115526.11	109.76710934258604	-1.0976754171010064	0.32346071467794163	-3.3935354968652773	6.899661579541866e-4	0.23136865163397055	CHST10	CHST10	protein_coding
ENSG00000213189.5	17.13687745429918	-5.627167534872125	1.647780004096153	-3.414999284421322	6.378217910794215e-4	0.23136865163397055	BTF3L4P2	BTF3L4P2	processed_pseudogene
ENSG00000287621.1	12.3176826839872	3.058755636158333	0.8975910641295257	3.4077385107712512	6.550363384091596e-4	0.23136865163397055	ENSG00000287621	ENSG00000287621	lncRNA
ENSG00000235174.1	211.4696675691491	-3.2598339602882103	0.9567060000605718	-3.4073518511244005	6.559650764811872e-4	0.23136865163397055	RPL39P3	RPL39P3	processed_pseudogene
ENSG00000106034.18	456.44443100190387	1.7826955371868456	0.5245611617157158	3.3984512527692083	6.776853886520162e-4	0.23136865163397055	CPED1	CPED1	protein_coding
ENSG00000283041.1	510.3715041858762	-2.454544626501441	0.7232986435832114	-3.3935424160920045	6.89948727574888e-4	0.23136865163397055	ENSG00000283041	ENSG00000283041	processed_pseudogene
ENSG00000185475.11	180.36947756345313	-1.5663711556143187	0.4598965917167366	-3.4059203391076474	6.594141695904908e-4	0.23136865163397055	TMEM179B	TMEM179B	protein_coding
ENSG00000174165.8	291.4476754315997	-1.169543024947626	0.34324682169748566	-3.4072945502125624	6.56102814679252e-4	0.23136865163397055	ZDHHC24	ZDHHC24	protein_coding
ENSG00000245849.8	386.40194046933476	-0.943631661873362	0.27691079591269646	-3.407709904423037	6.551050075868601e-4	0.23136865163397055	RAD51-AS1	RAD51-AS1	lncRNA
ENSG00000200913.1	15.451268492781725	-3.559697881736822	1.0535393118186898	-3.378799292825471	7.280313829447569e-4	0.2385820225302629	SNORD46	SNORD46	snoRNA
ENSG00000213533.13	64.23654221844603	-1.3009587728162226	0.38729451461466313	-3.3590942389426957	7.819839543466787e-4	0.2385820225302629	STIMATE	STIMATE	protein_coding
ENSG00000163736.4	1345.2482555992422	2.226337416155343	0.6596182164275249	3.3751909221263303	7.376449749722985e-4	0.2385820225302629	PPBP	PPBP	protein_coding
ENSG00000122970.16	166.8200198753058	1.2009872391687186	0.3565285446730079	3.3685584425511026	7.556237558691948e-4	0.2385820225302629	IFT81	IFT81	protein_coding
ENSG00000267472.1	17.15794163753679	-4.857657643328427	1.4390011286346676	-3.3757149641275124	7.362415167961585e-4	0.2385820225302629	ARHGAP27P2	ARHGAP27P2	processed_pseudogene
ENSG00000283900.1	10.648349145477193	-4.885789697186029	1.4540043253622077	-3.360230510984847	7.787746583152515e-4	0.2385820225302629	TPTEP2-CSNK1E	TPTEP2-CSNK1E	protein_coding
ENSG00000216866.5	287.60466813302816	-5.7166070215841716	1.701428065686687	-3.359887577308172	7.79741952480033e-4	0.2385820225302629	RPS2P55	RPS2P55	processed_pseudogene
ENSG00000229056.2	34.288726377737284	2.3798207475732185	0.7124700661257415	3.3402396265069356	8.370613065324032e-4	0.2396699688596086	HECW2-AS1	HECW2-AS1	lncRNA
